"","ActivityStartDate","CharacteristicName","ResultMeasureValue","ResultMeasure.MeasureUnitCode"
"21448",2013,"Phosphate-phosphorus","0.404","mg/l"
"21597",2016,"Phosphate-phosphorus","0.388","mg/l"
"21606",2017,"Phosphate-phosphorus","0.0327","mg/l"
"21612",2018,"Phosphate-phosphorus","0.0254","mg/l"
"21617",1997,"Phosphate-phosphorus","0.038","mg/l"
"21627",2004,"Phosphate-phosphorus","0.041","mg/l"
"21631",2002,"Phosphate-phosphorus","0.571","mg/l"
"21633",2003,"Phosphate-phosphorus","0.134","mg/l"
"21636",2003,"Phosphate-phosphorus","0.246","mg/l"
"21650",2001,"Phosphate-phosphorus","0.093","mg/l"
"21661",1996,"Phosphate-phosphorus","0.169","mg/l"
"21665",2004,"Phosphate-phosphorus","0.464","mg/l"
"21673",2004,"Phosphate-phosphorus","0.021","mg/l"
"21679",1998,"Phosphate-phosphorus","0.494","mg/l"
"21681",2000,"Phosphate-phosphorus","0.200","mg/l"
"21723",2011,"Phosphate-phosphorus","0.035","mg/l"
"21729",2015,"Phosphate-phosphorus","0.0921","mg/l"
"21745",2008,"Phosphate-phosphorus","0.341","mg/l"
"21751",2009,"Phosphate-phosphorus","0.164","mg/l"
"21755",2010,"Phosphate-phosphorus","0.201","mg/l"
"21758",2009,"Phosphate-phosphorus","0.106","mg/l"
"21760",2009,"Phosphate-phosphorus","0.235","mg/l"
"21766",2011,"Phosphate-phosphorus","0.090","mg/l"
"21773",1989,"Phosphate-phosphorus","0.027","mg/l"
"21776",1990,"Phosphate-phosphorus","0.116","mg/l"
"21780",1990,"Phosphate-phosphorus","0.140","mg/l"
"21795",1994,"Phosphate-phosphorus","0.139","mg/l"
"21801",1992,"Phosphate-phosphorus","0.114","mg/l"
"21808",1995,"Phosphate-phosphorus","0.129","mg/l"
"21810",1993,"Phosphate-phosphorus","0.20","mg/l"
"21814",2009,"Phosphate-phosphorus","0.126","mg/l"
"21819",2012,"Phosphate-phosphorus","0.343","mg/l"
"21825",2012,"Phosphate-phosphorus","0.305","mg/l"
"21834",2013,"Phosphate-phosphorus","0.0433","mg/l"
"21841",2015,"Phosphate-phosphorus","0.402","mg/l"
"21925",2015,"Phosphate-phosphorus","0.473","mg/l"
"21927",2014,"Phosphate-phosphorus","0.0585","mg/l"
"21931",2016,"Phosphate-phosphorus","0.124","mg/l"
"21938",2014,"Phosphate-phosphorus","0.0436","mg/l"
"21939",2014,"Phosphate-phosphorus","0.0373","mg/l"
"22007",2018,"Phosphate-phosphorus","0.218","mg/l"
"22009",2019,"Phosphate-phosphorus","0.312","mg/l"
"22033",1998,"Phosphate-phosphorus","0.138","mg/l"
"22036",2003,"Phosphate-phosphorus","0.332","mg/l"
"22045",2002,"Phosphate-phosphorus","0.104","mg/l"
"22062",2001,"Phosphate-phosphorus","0.132","mg/l"
"22068",2001,"Phosphate-phosphorus","0.036","mg/l"
"22073",1998,"Phosphate-phosphorus","0.143","mg/l"
"22093",1999,"Phosphate-phosphorus","0.537","mg/l"
"22114",1997,"Phosphate-phosphorus","0.214","mg/l"
"22115",2005,"Phosphate-phosphorus","0.075","mg/l"
"22117",2001,"Phosphate-phosphorus","0.475","mg/l"
"22130",2007,"Phosphate-phosphorus","0.191","mg/l"
"22140",2011,"Phosphate-phosphorus","0.020","mg/l"
"22146",2015,"Phosphate-phosphorus","0.0786","mg/l"
"22150",2008,"Phosphate-phosphorus","0.114","mg/l"
"22155",2008,"Phosphate-phosphorus","0.136","mg/l"
"22159",2010,"Phosphate-phosphorus","0.035","mg/l"
"22165",1989,"Phosphate-phosphorus","0.27","mg/l"
"22166",1990,"Phosphate-phosphorus","0.097","mg/l"
"22173",1990,"Phosphate-phosphorus","0.042","mg/l"
"22188",1993,"Phosphate-phosphorus","0.226","mg/l"
"22194",1994,"Phosphate-phosphorus","0.160","mg/l"
"22203",1993,"Phosphate-phosphorus","0.096","mg/l"
"22206",1991,"Phosphate-phosphorus","0.113","mg/l"
"22211",1992,"Phosphate-phosphorus","0.040","mg/l"
"22214",1993,"Phosphate-phosphorus","0.16","mg/l"
"22217",1995,"Phosphate-phosphorus","0.131","mg/l"
"22220",1995,"Phosphate-phosphorus","0.110","mg/l"
"22223",1995,"Phosphate-phosphorus","0.046","mg/l"
"22229",1989,"Phosphate-phosphorus","0.036","mg/l"
"22249",2015,"Phosphate-phosphorus","0.0393","mg/l"
"22309",2018,"Phosphate-phosphorus","0.311","mg/l"
"22315",2017,"Phosphate-phosphorus","0.0900","mg/l"
"22316",2017,"Phosphate-phosphorus","0.393","mg/l"
"22323",2019,"Phosphate-phosphorus","0.107","mg/l"
